parameter,n_eff,Rhat,mean,se_mean,sd,typeS_2.5_pos,typeS_2.5_neg,typeS_5_pos,typeS_5_neg,typeS_10_pos,typeS_10_neg,typeS_25_pos,typeS_25_neg,2.5%,97.5%,5%,95%,10%,90%,25%,75%,20%,80%,40%,60%,50%
lambda[1],3378.7765960621205,0.9997782730285633,3.8585778809137588,0.44877152101595796,26.085852092333703,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.04151240113539155,19.436231257845144,0.08377722543883291,11.419036578704562,0.16131426577101032,6.202658050333749,0.3968582463751502,2.4654080252410773,0.3213004326054016,3.052448587406853,0.7233890836967365,1.3921552630272145,1.004637888157894
c2_tilde,2707.4579415494472,0.9999805813749953,1.9547295397814681,0.06048628964463332,3.147297554095393,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.3700987772185364,8.057640430487155,0.42516176758983704,5.496450320295228,0.5100587553321657,3.676301219747137,0.7428202813083196,2.0474344630599806,0.6659823456457717,2.4103261514028698,1.0031814592990531,1.4594362438242219,1.203578515193852
beta[9],8892.421807135079,0.9988934152316183,-0.010388863866203735,0.010561764180732439,0.9959705433759485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.976017007511677,1.9138612202238803,-1.6499139153146407,1.6223904037493226,-1.2746409491550967,1.2368863621401087,-0.6509300059517399,0.6351389050813377,-0.8342521286630992,0.7986733640356847,-0.26924933936789797,0.23863272003038905,0.002906123666165064
beta[8],7404.5069787257025,0.9988133677434619,0.14941705870347616,9.464836148789632e-4,0.08144438972847788,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,-0.009274525287337172,0.3127643934854119,0.01645562649252214,0.2855422224949309,0.04795311872857582,0.2526484583664414,0.09506592918506071,0.20168600636355974,0.08274117838644703,0.21641448361148766,0.1277965268000925,0.17007283346616986,0.149328293552111
beta[7],8050.550504509645,0.9993805224858509,1.119360661154528,0.0076676107322085525,0.6879752995883057,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,-0.1491775979669024,2.541394891998154,0.0298666329004946,2.3013677800114407,0.27661025302952524,2.006759197827006,0.627062092152057,1.56883354929783,0.5283396930636411,1.682629638490751,0.9201747239442686,1.2632846940084397,1.0983961313250055
beta[6],7548.615659139486,0.9990060380936067,0.32766557624776044,0.011037049897259918,0.9589294636540076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.6035467410367052,2.2307881420940143,-1.2449847922914017,1.915229654177066,-0.8618725241205839,1.5315416790312097,-0.2774177663302982,0.9297173363992388,-0.4452413394142264,1.0932879370887671,0.10313245450586889,0.5480202448621827,0.32072634497406516
beta[5],7831.714557264374,0.9985917881738038,-0.019957261466363622,0.010227676963209933,0.9051184709676309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.8071348524558393,1.6860931046488155,-1.5283962259937975,1.4701458923881856,-1.2037857261322489,1.1261521220472843,-0.6325839479609834,0.589408091964949,-0.7872534510369206,0.7533147097993498,-0.23544131391678846,0.22085633880845418,-0.003703985976669384
beta[4],10039.148801306299,0.998410585128453,0.007623050052066939,0.009716519944000024,0.973552087101125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.8932993419077484,1.8988886245158834,-1.5727837025643117,1.5852383681291795,-1.2630013979406651,1.259423755535314,-0.6295611321815688,0.6581911571140275,-0.796788987041992,0.8267001472451537,-0.24615540030476557,0.24712722737606324,0.0036551613246269647
beta[3],7061.580322733704,0.9985954540493526,0.06892623550542451,0.011218140530807306,0.9426963550185727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.8069384963752628,1.9351969699386646,-1.496451260087697,1.6228811223431994,-1.101806901377166,1.2911744309174027,-0.5625031878616417,0.718977770204885,-0.7146911481686626,0.8624705691563429,-0.18113971064253304,0.3019313621946119,0.05608229879919424
beta[2],7675.582228312951,0.9994099438686832,1.1315265328140014,0.007581231227909276,0.6641947021069098,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,-0.09666130395201224,2.53937173111068,0.09824961260760288,2.2940815509143353,0.3150406396068406,2.0011837937608323,0.682830848085228,1.5526918669104144,0.5742495018966903,1.676864508236859,0.9275163132549749,1.2621816352706352,1.0976936782817965
beta[1],7407.1352569422415,0.9990139769981566,-0.018089372890226822,0.01113351381874575,0.9582026995097733,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.8781958199074344,1.8907161061338353,-1.5809422453401503,1.58869138459233,-1.2296039009354354,1.2494305471389855,-0.6870203257707086,0.6273483919624869,-0.8452115085696905,0.8051895982677761,-0.26840263698205213,0.22549052994804097,-0.02638574331476435
b_total,4811.6990424309615,0.9999755020017785,1.0659614345557635,0.0022693979660031306,0.15741999313503377,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.7644665428983619,1.3785156493161068,0.8120894405520066,1.327850222112082,0.8625116241382564,1.2673064006625472,0.9588736103781302,1.1723657922374537,0.9315438321100071,1.199041314661373,1.0240272138349136,1.1017339976831457,1.0631708667851176
b_seqvar[9],3146.719614584555,1.0002185664560597,0.0031245286886532626,0.019847267164672566,1.1133449393684764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.480677775424398,2.4570983191955325,-1.5880050794891967,1.6553257212508703,-0.875339507724963,0.8370429517016122,-0.18036351646518248,0.17715421769489054,-0.31392885623168015,0.3102780337985902,-0.02832978795241815,0.023778773750274637,-7.47305993114536e-5
b_seqvar[8],3639.4505367931206,0.9993257609406181,-0.10519575015650186,0.0025655355617000023,0.15477326688723386,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.5266235888756722,0.0011267375346721508,-0.41732796812491696,-2.796624414396014e-4,-0.29472809985236986,-0.001788633415528664,-0.14056075904104434,-0.00992624592501302,-0.1778559697321907,-0.006440397135609777,-0.07003100213398211,-0.024873802372853967,-0.042607121183114
b_seqvar[7],3590.9685738087073,0.9997678328632746,-0.8052960362300449,0.020406898932153392,1.2228771097744873,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-4.281655800602285,0.03170878484752225,-3.4436530600678834,-3.3915099948439464e-4,-2.353237908525474,-0.008622803336224802,-1.0270501006237,-0.06313145748084434,-1.33498652151163,-0.04087261505736167,-0.49921845567202805,-0.1708364338862651,-0.29790138641289987
b_seqvar[6],3192.4991187375604,1.0003217099309303,-0.2235734130076056,0.01999557915433815,1.129794303425916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.8406782928061283,1.7402880586296778,-2.044005029592249,1.0077841720299856,-1.1706371206334976,0.44955558393044304,-0.3571986368970651,0.039717417387749004,-0.5311887764045479,0.09611720931479778,-0.10559187703860747,-0.005130338821879996,-0.036663764479593755
b_seqvar[5],2646.0854054721,1.0006780693018658,0.03784028884389084,0.019612269720173704,1.0088574049096695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.9704838538074705,2.379274396762591,-1.3181352178009078,1.5658401393111485,-0.7685089692679122,0.876951469806634,-0.16703302574611645,0.16990112920619982,-0.2768989779509516,0.2843048027902317,-0.02426570574159441,0.024340088392726,8.821258829552453e-5
b_seqvar[4],3379.6090798660402,0.9997058480494849,-0.02299992512066538,0.017596945792903537,1.022987978809369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.447885423222459,2.1906171238563332,-1.5970488786620707,1.4118506602576737,-0.8071833692985474,0.7545666960201944,-0.17731589143403453,0.17264919134602286,-0.28951165063632855,0.27726061376074196,-0.03051831490247791,0.02423366136574796,-1.5030004617110556e-4
b_seqvar[3],3286.026761093082,0.999657532319026,-0.04793945897725248,0.017749084453385102,1.017446316540714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.367357402465137,2.1123491627168542,-1.6230680641969504,1.3198733762708252,-0.8871764993069717,0.7102184342095522,-0.1960933243378342,0.1413657364953945,-0.3229334362300101,0.24405879427477364,-0.03823409130937527,0.015575514840305043,-0.0031741143410746213
b_seqvar[2],3637.4085345188255,0.9992100882192803,-0.7939093524493054,0.01988210224314503,1.1991081190093629,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-3.987593930173753,0.008044897263031654,-3.2287436117589348,-0.0015921317611780226,-2.2739924583175664,-0.011697815360616199,-1.1128030216480118,-0.06223126127357118,-1.3917193271824135,-0.039592654752406614,-0.5048886835201666,-0.16437525151035054,-0.29899978468415767
b_seqvar[1],3420.17266503956,1.0008131912211524,0.00948908880781677,0.01755470648342232,1.0266385981594843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.302075105753907,2.2357772500689856,-1.58385337801912,1.5352378848886032,-0.8131478496094484,0.8406272492724437,-0.16332979372802542,0.19621528724344822,-0.2591745057954211,0.32684077465869804,-0.018854386916245705,0.031147041386624663,0.0014767321275718074
alpha,4861.458747965113,0.999977004389721,-2.913346039717187,0.0026245535028049903,0.1829947932564736,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-3.2816806134350904,-2.5712050015869012,-3.2257904178809587,-2.618975376770129,-3.153591403626255,-2.6827349305159705,-3.036606696465495,-2.7904939089379917,-3.0660879678222774,-2.761533667123425,-2.952400502627092,-2.858304656627903,-2.907291131942464
